port_origin,port_dest,lat_o,lon_o,lat_d,lon_d,gc_distance_km,departure_date,avg_wind_knots,rain_mm,temp_c,max_wave_m,visibility_km,month,season,origin_queue,dest_queue,port_congestion_idx,delay_hours
New York,Hamburgo,40.7128,-74.006,53.5488,9.9872,6129.622345749177,2021-01-27,42.822,12.6,13.9,0.9022781017381258,10.915331741193057,1,DJF,3,1,1.1009756313318175,14.815808707401098
Balboa,New York,8.9833,-79.5167,40.7128,-74.006,3569.8572348702214,2023-11-04,14.148,3.1,25.1,3.78,15.991263561908955,11,SON,5,4,0.2712806096686297,11.525047375505387
Casablanca,Houston,33.5731,-7.5898,29.7604,-95.3698,8049.556426717647,2024-04-26,18.846,24.0,21.4,1.92,8.690121429915763,4,MAM,5,7,0.9436566790209213,13.500771758008199
Singapore,Le Havre,1.3521,103.8198,49.4944,0.1089,10876.483902750333,2021-10-10,8.964000000000002,0.0,34.3,1.4305189645362366,16.960772492084374,10,SON,5,4,0.8748186655730246,8.429181300455312
Tokyo,Busan,35.6895,139.6917,35.1796,129.0756,963.0094315706928,2022-03-24,10.530000000000001,0.0,14.2,1.5195163769051279,15.21260287221864,3,MAM,7,3,0.3243608974183683,9.482120947537995
Vancouver,Melbourne,49.2827,-123.1207,-37.8136,144.9631,13211.161502591853,2024-12-26,5.778,0.3,10.7,2.2835580602290433,17.556160292334795,12,DJF,1,7,0.38136417636940506,7.495666451615659
Hamburgo,Houston,53.5488,9.9872,29.7604,-95.3698,8314.201200769361,2020-02-19,25.758000000000003,0.1,17.6,0.9086402701012066,19.127096410706823,2,DJF,0,5,1.1532248650051913,11.828713946785832
Shanghai,Tokyo,31.2304,121.4737,35.6895,139.6917,1758.2192178806883,2022-10-29,9.018,0.0,16.7,0.3,20.076912962885494,10,SON,3,2,0.4784536912680319,6.1567461315021665
Buenos Aires,Singapore,-34.6037,-58.3816,1.3521,103.8198,15882.385833523878,2023-12-10,7.992000000000001,1.5,32.8,2.7277324662910045,17.544393646015468,12,DJF,5,7,1.0251003011703894,10.42376675454581
Hamburgo,Houston,53.5488,9.9872,29.7604,-95.3698,8314.201200769361,2021-09-06,11.826,0.0,24.7,2.494663525049746,18.191646933220564,9,SON,7,7,0.6620112306104602,9.436253740277495
Busan,Long Beach,35.1796,129.0756,33.7709,-118.1937,9639.557563567336,2021-07-05,9.450000000000001,0.2,22.2,2.2698339859017587,19.09414691496901,7,JJA,0,2,0.3032285467390106,6.951299822769583
Hamburgo,Prince Rupert,53.5488,9.9872,54.315,-130.3208,7478.311896923736,2021-06-13,7.344,0.0,18.0,2.103053305697493,16.741617868586186,6,JJA,2,3,1.1006434089419854,6.293161701965118
New York,Rio de Janeiro,40.7128,-74.006,-22.9068,-43.1729,7759.044220704872,2020-03-03,7.5600000000000005,2.1,28.3,1.0006282905584247,19.016083278727912,3,MAM,0,0,1.0485743738466227,4.783676056671698
Vancouver,Singapore,49.2827,-123.1207,1.3521,103.8198,12820.879785566223,2020-08-02,12.528,0.0,41.5,1.1743179018636867,16.780880097002722,8,JJA,5,3,0.8289864242704861,7.891483077614177
Guayaquil,Balboa,-2.1962,-79.8862,8.9833,-79.5167,1243.7779367695475,2024-12-10,12.420000000000002,4.3,26.6,1.7,15.696242017389237,12,DJF,0,1,1.171387870662305,6.404778953106936
Houston,Guayaquil,29.7604,-95.3698,-2.1962,-79.8862,3916.0377694042936,2020-03-08,25.704000000000004,0.0,28.6,2.5689107476463917,17.608659722993444,3,MAM,4,3,0.6409971137331489,9.397974575178448
Melbourne,Lisboa,-37.8136,144.9631,38.7223,-9.1393,17759.455494665726,2022-11-02,6.264,0.0,27.0,1.14,18.263277626443777,11,SON,1,3,1.053010335916785,5.458730707057773
Valencia,Cartagena,39.4699,-0.3763,10.3932,-75.4832,8000.603364146632,2023-05-09,18.09,0.0,25.8,2.14,20.019314130232548,5,MAM,0,4,0.3689394804534784,7.229188806992344
Balboa,Cartagena,8.9833,-79.5167,10.3932,-75.4832,469.0678153096288,2023-03-03,17.442,0.0,27.1,2.58,19.596643839279672,3,MAM,0,4,0.5000305211550116,8.690378790301509
Houston,New York,29.7604,-95.3698,40.7128,-74.006,2281.344819666943,2024-02-28,17.496,5.7,18.9,1.2614156145513378,15.183765253017594,2,DJF,2,2,1.0663256185217596,9.534857313606995
Casablanca,Houston,33.5731,-7.5898,29.7604,-95.3698,8049.556426717647,2021-01-15,22.194000000000003,9.6,21.0,2.5535304164377233,14.369043803573382,1,DJF,7,0,1.0756201923476392,12.256686678917823
Singapore,Cartagena,1.3521,103.8198,10.3932,-75.4832,18706.793828876613,2020-07-31,7.344,5.5,30.6,1.7358787342241244,16.01764444854906,7,JJA,0,4,0.3880961185620348,5.601039306071586
Buenos Aires,Casablanca,-34.6037,-58.3816,33.5731,-7.5898,9244.585178753412,2021-11-22,14.202000000000002,5.8,28.4,1.62,14.899946062059753,11,SON,4,2,0.6532364382154434,8.735974306675631
Durban,Valparaíso,-29.8833,31.05,-33.0472,-71.6128,9290.026654401192,2023-12-31,18.846,0.7,20.3,1.74,18.800556283468413,12,DJF,4,4,0.48249998203786243,9.677363367894783
Le Havre,Durban,49.4944,0.1089,-29.8833,31.05,9342.518303496716,2021-01-02,5.2379999999999995,5.5,28.8,2.1935186602091123,12.974675140109458,1,DJF,6,5,0.45805046333040494,8.930521545474143
Vancouver,Guayaquil,49.2827,-123.1207,-2.1962,-79.8862,7063.263019532155,2020-04-01,11.934000000000001,0.1,25.8,0.6614480844076898,18.35549771626437,4,MAM,1,1,0.5075584741683559,5.201908104298149
Rio de Janeiro,Casablanca,-22.9068,-43.1729,33.5731,-7.5898,7323.626117368732,2022-02-15,15.552000000000001,0.0,25.9,1.5,19.035473210304872,2,DJF,3,4,0.9298171360171328,9.35534780763421
New York,Genova,40.7128,-74.006,44.4056,8.9463,6502.2445670828965,2024-05-19,11.772000000000002,0.1,15.9,2.92,17.757504389921504,5,MAM,0,5,1.0001194002711133,9.992700469552561
Valparaíso,Callao,-33.0472,-71.6128,-12.0564,-77.1319,2400.748440003602,2023-10-16,14.364000000000003,0.0,17.7,2.94,15.993281535109734,10,SON,3,5,0.22582080631094276,9.387983305820287
Cartagena,Genova,10.3932,-75.4832,44.4056,8.9463,8760.803006141941,2023-03-08,18.791999999999998,0.8,20.5,5.32,17.091618662332245,3,MAM,2,1,0.5698130160047519,11.84907436538673
Tanger Med,Guayaquil,35.8844,-5.5036,-2.1962,-79.8862,8753.980090985246,2021-01-01,17.118000000000002,0.8,26.6,2.684295598535936,15.388616981902103,1,DJF,3,2,0.91019483235859,12.356191828249624
Durban,Melbourne,-29.8833,31.05,-37.8136,144.9631,9830.33268636719,2024-01-08,15.714000000000002,0.0,21.4,2.54,18.7062085115488,1,DJF,0,5,0.8502094529190398,8.170120924188176
San Antonio,New York,-33.5983,-71.6123,40.7128,-74.006,8266.662653421192,2021-05-11,3.5100000000000002,19.3,18.4,1.072690310957885,9.237314570670074,5,MAM,7,2,0.31891614452964984,9.398187995643323
Vancouver,Manzanillo,49.2827,-123.1207,19.0514,-104.3158,3757.2142576006263,2024-07-07,13.014000000000001,0.0,41.0,0.7465329250060475,18.3613661881741,7,JJA,2,1,0.36308775746811844,7.629104326353712
San Antonio,Manzanillo,-33.5983,-71.6123,19.0514,-104.3158,6804.213377293655,2024-02-13,13.716,3.2,27.5,1.64,16.11817604507629,2,DJF,2,3,0.5448349161903623,6.039460522909312
Durban,Hamburgo,-29.8833,31.05,53.5488,9.9872,9497.55840058394,2022-12-22,11.664000000000001,0.0,15.6,2.3421135025870714,16.895945414776442,12,DJF,7,0,0.9498670495166353,9.804693867015832
Prince Rupert,Valparaíso,54.315,-130.3208,-33.0472,-71.6128,11218.764484248048,2023-01-22,13.5,0.2,25.9,1.94,17.924493085301716,1,DJF,4,4,1.1355683695099708,10.143249326203245
Casablanca,Rotterdam,33.5731,-7.5898,51.9244,4.4777,2259.082531093251,2023-12-07,10.908,14.1,11.7,0.707358292657928,11.430788384955706,12,DJF,7,4,1.129610156202606,11.481315269146153
Lagos,Dubai,6.4541,3.3947,25.2769,55.2962,5888.662871663849,2021-07-14,19.818,0.0,41.2,1.834604960063768,15.615457095923382,7,JJA,2,2,0.3839593623266165,8.999818435262974
Guayaquil,Tokyo,-2.1962,-79.8862,35.6895,139.6917,14497.97738962178,2019-08-26,8.748,0.0,43.6,2.126571183464893,19.051047733178297,8,JJA,5,3,0.6525067462509706,9.779753143424571
Lisboa,Rio de Janeiro,38.7223,-9.1393,-22.9068,-43.1729,7715.321839348513,2023-05-02,7.452000000000001,3.6,27.9,1.84,16.62639058763867,5,MAM,2,3,0.41236204698228923,5.600796624694027
Casablanca,Sídney,33.5731,-7.5898,-33.8688,151.2093,18057.49699370011,2019-07-31,17.118000000000002,0.3,28.6,2.410622373171482,17.454012953238166,7,JJA,5,3,1.0914261486095929,9.499918156235685
Hamburgo,Houston,53.5488,9.9872,29.7604,-95.3698,8314.201200769361,2024-10-19,19.926000000000002,0.5,19.1,3.92,19.679032089854026,10,SON,5,7,1.03071273817732,13.880448702410206
Sídney,Houston,-33.8688,151.2093,29.7604,-95.3698,13818.499284003276,2021-01-28,13.176,0.4,27.9,1.3035117204785611,22.146922977778466,1,DJF,1,3,0.8951060219660567,6.656537990246392
Lisboa,Singapore,38.7223,-9.1393,1.3521,103.8198,11878.6360050954,2024-07-25,32.562,0.0,27.5,4.94,17.00303956511068,7,JJA,0,3,0.30617870369877015,14.9277171260636
Le Havre,Melbourne,49.4944,0.1089,-37.8136,144.9631,16939.7668099155,2024-04-12,10.422,23.1,28.7,1.58,10.517497397771523,4,MAM,5,4,0.38458296367476236,11.978374606767582
Prince Rupert,Rotterdam,54.315,-130.3208,51.9244,4.4777,7483.372481309507,2020-08-17,13.338000000000001,0.0,12.4,2.4352523998809033,16.863263147138625,8,JJA,6,3,0.7865198423975539,8.469166109005666
Prince Rupert,San Antonio,54.315,-130.3208,-33.5983,-71.6123,11271.570512321083,2023-06-08,13.662,0.0,26.6,1.8,16.279494197589614,6,JJA,1,7,0.2725472189564067,9.28103133612937
Rotterdam,Melbourne,51.9244,4.4777,-37.8136,144.9631,16584.35061819799,2022-01-20,13.446,8.9,28.5,1.18,15.850942730262428,1,DJF,0,4,0.5504594501796842,7.444935217857624
New York,Hong Kong,40.7128,-74.006,22.3193,114.1694,12955.400595035844,2019-01-09,12.582,0.0,12.5,0.9032993875866244,18.274150190896247,1,DJF,5,0,0.8796914155441411,9.052936729372039
Balboa,Manzanillo,8.9833,-79.5167,19.0514,-104.3158,2895.267092669898,2020-10-07,27.648000000000003,0.0,27.9,2.1050973691247528,18.09520470249339,10,SON,6,1,0.5754795151900705,13.501502694956015
Genova,Tokyo,44.4056,8.9463,35.6895,139.6917,9819.559086252488,2020-01-29,5.4,0.0,0.3,0.6883442766122245,18.38671434391052,1,DJF,6,7,0.37202522439006797,7.096874532876826
Manzanillo,Shanghai,19.0514,-104.3158,31.2304,121.4737,12590.103182776284,2019-02-15,18.144000000000002,0.1,13.9,1.6893166262776602,18.62909298845456,2,DJF,6,7,0.9871683053958205,10.113562169394713
Rio de Janeiro,Durban,-22.9068,-43.1729,-29.8833,31.05,7308.517685173189,2022-02-15,19.44,0.2,23.6,1.7,18.523881086133272,2,DJF,7,4,0.957550940461954,12.592620307361909
Valencia,Valparaíso,39.4699,-0.3763,-33.0472,-71.6128,10892.851601122222,2019-01-09,6.102000000000001,28.7,27.6,1.5365278976740744,6.987611198302152,1,DJF,4,5,0.9315406353916527,9.267432363829808
Busan,Rio de Janeiro,35.1796,129.0756,-22.9068,-43.1729,18457.599760895475,2019-11-01,4.5360000000000005,1.3,30.3,2.587593678567493,17.30097231081884,11,SON,1,1,0.563058658226447,4.842602724452462
Busan,Houston,35.1796,129.0756,29.7604,-95.3698,11424.498760579583,2023-06-15,7.290000000000001,0.0,27.8,1.874035988894873,20.39980946296489,6,JJA,2,7,0.25065161148925913,7.335483306976823
Genova,Tokyo,44.4056,8.9463,35.6895,139.6917,9819.559086252488,2020-05-07,23.922,0.0,20.0,1.3585476878869958,18.000835333216834,5,MAM,5,1,0.6739979151402746,9.127369978925138
Guayaquil,Casablanca,-2.1962,-79.8862,33.5731,-7.5898,8515.96870901706,2024-01-26,10.584000000000001,0.1,25.0,2.38,16.999470001828485,1,DJF,3,1,0.6373504000810859,7.34882379262407
Hamburgo,Callao,53.5488,9.9872,-12.0564,-77.1319,10894.755294973122,2023-01-27,6.858,0.0,23.9,2.3,18.979598859564256,1,DJF,5,6,1.1417777557282518,8.544867011399782
Shanghai,Durban,31.2304,121.4737,-29.8833,31.05,11708.395148634912,2022-05-13,11.07,3.1,29.8,1.56,14.815507851495095,5,MAM,3,4,0.27898616535937565,8.698821119212312
Durban,Shanghai,-29.8833,31.05,31.2304,121.4737,11708.395148634912,2024-12-20,12.528,6.3,28.8,1.82,15.176154903971591,12,DJF,7,0,1.1506138011641818,10.00563392300593
Shanghai,Balboa,31.2304,121.4737,8.9833,-79.5167,15015.709659497612,2020-03-05,11.394000000000002,0.0,35.4,0.607524885556369,17.869266573984522,3,MAM,6,4,1.1985889441104265,8.434106503933537
Hamburgo,Busan,53.5488,9.9872,35.1796,129.0756,8546.389456443889,2022-08-04,4.32,4.4,14.6,1.121564079630401,15.968843130619604,8,JJA,7,4,0.6601987745972999,9.976103788033363
Le Havre,Lisboa,49.4944,0.1089,38.7223,-9.1393,1404.7137924490023,2023-08-12,7.938,0.3,22.7,1.629630855740737,16.334453761133652,8,JJA,1,6,1.1517259498791803,7.171776391428438
Valparaíso,Tokyo,-33.0472,-71.6128,35.6895,139.6917,17139.04173242362,2022-12-28,15.714000000000002,0.0,26.4,1.9,19.639475523391138,12,DJF,2,0,0.8206774260155849,8.895342344497367
Dubai,San Antonio,25.2769,55.2962,-33.5983,-71.6123,14846.70076066277,2019-11-23,14.796,0.2,24.6,1.5880408688552758,18.673861740573386,11,SON,5,7,0.606515049218044,9.916218695175507
Valencia,Rio de Janeiro,39.4699,-0.3763,-22.9068,-43.1729,8236.98623149881,2019-12-15,13.5,17.4,26.9,2.017178352262978,9.852693080446723,12,DJF,3,0,1.008658526249667,9.92532001396415
Melbourne,Casablanca,-37.8136,144.9631,33.5731,-7.5898,17501.43130592469,2022-03-13,13.446,0.0,28.5,1.3,18.163668498520508,3,MAM,2,3,0.7858244776304246,8.213315972545178
Buenos Aires,Lisboa,-34.6037,-58.3816,38.7223,-9.1393,9599.499043578871,2024-03-03,17.712,0.0,26.5,2.46,19.803792358776175,3,MAM,0,5,0.9825353047400534,10.418696064599757
San Antonio,Tanger Med,-33.5983,-71.6123,35.8844,-5.5036,10332.87336716973,2022-01-14,16.632,0.6,26.9,1.9,19.30113130183487,1,DJF,6,4,0.45115374596742824,9.10515616770143
Rotterdam,Tanger Med,51.9244,4.4777,35.8844,-5.5036,1950.3652693332087,2020-08-07,13.338000000000001,0.0,37.7,1.5266370086579002,17.8186550623835,8,JJA,1,5,0.8454858190037857,7.957005486432148
Vancouver,Lagos,49.2827,-123.1207,6.4541,3.3947,11952.095609963575,2022-10-22,13.608,10.1,26.7,1.46,14.149227812364135,10,SON,4,2,0.7874054976133165,9.578738361224271
Houston,Sídney,29.7604,-95.3698,-33.8688,151.2093,13818.499284003276,2020-07-10,27.162,3.3,26.3,0.5074718560778512,14.998105825306926,7,JJA,6,7,0.5874353007243691,11.742915772590614
Hong Kong,Tokyo,22.3193,114.1694,35.6895,139.6917,2879.646279245635,2019-01-27,18.09,0.0,14.1,1.3254670323704505,17.503484118842596,1,DJF,2,4,0.6054454195778305,10.970562471069304
San Antonio,Rotterdam,-33.5983,-71.6123,51.9244,4.4777,12029.87237092556,2024-06-19,23.598000000000003,0.0,24.3,2.06,16.79941179225601,6,JJA,4,0,0.5970212886765869,11.570916356506864
Singapore,Melbourne,1.3521,103.8198,-37.8136,144.9631,6063.298853856967,2021-02-01,13.068,4.4,32.2,2.214952101857814,13.509396178315956,2,DJF,7,3,0.8403763694286694,9.42667430978598
Rio de Janeiro,Hong Kong,-22.9068,-43.1729,22.3193,114.1694,17690.71931273938,2021-09-26,19.008000000000003,0.0,26.0,2.08,16.678860443080307,9,SON,4,4,0.5720224267722414,12.004818669539404
New York,Tanger Med,40.7128,-74.006,35.8844,-5.5036,5848.812271498282,2023-12-31,16.038,0.0,18.2,2.04,18.529328042789835,12,DJF,3,6,0.7080057687804946,12.68651966106135
Prince Rupert,Tanger Med,54.315,-130.3208,35.8844,-5.5036,8684.023663506416,2022-03-22,27.702,1.2,5.3,9.08,15.041228191804677,3,MAM,1,0,0.9985925420745332,18.33299010224053
Buenos Aires,Vancouver,-34.6037,-58.3816,49.2827,-123.1207,11298.850244873249,2023-05-02,10.368,0.0,29.2,1.48,16.690614489784593,5,MAM,5,4,0.5647989990648457,6.313808299108933
Sídney,Rio de Janeiro,-33.8688,151.2093,-22.9068,-43.1729,13521.033220889633,2021-11-21,17.064000000000004,0.0,24.6,2.08,19.62942123077261,11,SON,5,6,1.1631778913470872,11.072468116309386
Melbourne,Long Beach,-37.8136,144.9631,33.7709,-118.1937,12762.367161252692,2024-07-27,14.634000000000002,0.3,26.3,1.92,19.01281680232558,7,JJA,2,0,0.3213713026530352,7.723699889815235
Guayaquil,Hong Kong,-2.1962,-79.8862,22.3193,114.1694,17311.13420157545,2022-04-27,8.262,0.0,41.8,2.0852312349830924,17.715228028001416,4,MAM,4,0,0.6318424722494089,6.615466004061377
Singapore,San Antonio,1.3521,103.8198,-33.5983,-71.6123,16398.013550387503,2021-07-31,14.418000000000001,0.0,19.6,1.095634031665675,17.024057001902058,7,JJA,6,7,0.5669585180842864,9.464344099100877
Tokyo,Tanger Med,35.6895,139.6917,35.8844,-5.5036,11279.731785425634,2023-06-22,11.826,0.0,25.8,0.8188325498802674,16.83628793340987,6,JJA,5,2,1.0966098625237146,8.64733699407902
Sídney,Tokyo,-33.8688,151.2093,35.6895,139.6917,7826.615057738556,2019-11-23,13.23,11.5,28.8,2.571965625431544,15.733525346869502,11,SON,0,0,0.33619528733647414,9.624449791674715
Hamburgo,Long Beach,53.5488,9.9872,33.7709,-118.1937,9100.889843407183,2019-02-02,25.326,0.0,2.5,2.2011656603222756,18.207290966873668,2,DJF,1,6,0.9750483477475218,13.502268445284408
Callao,San Antonio,-12.0564,-77.1319,-33.5983,-71.6123,2460.0513299116596,2024-10-20,9.342,0.0,16.3,2.86,18.311338078220473,10,SON,0,5,0.5052289988174357,9.882583095655828
Genova,Long Beach,44.4056,8.9463,33.7709,-118.1937,9813.764696455686,2021-02-27,27.864000000000004,7.5,15.3,1.4282210752167166,14.428453625315303,2,DJF,5,5,1.1708769306544717,10.6515275989488
Buenos Aires,San Antonio,-34.6037,-58.3816,-33.5983,-71.6123,1222.448750839252,2019-03-08,15.552000000000001,3.7,27.7,1.8738147357769785,17.837095029140926,3,MAM,3,3,0.4122450868713618,8.933890940708872
Durban,Sídney,-29.8833,31.05,-33.8688,151.2093,10543.520883969599,2021-08-06,21.438000000000002,5.3,16.6,0.8214188994510647,15.633484913017742,8,JJA,0,2,1.0068331709852198,7.753696610862057
Hong Kong,Guayaquil,22.3193,114.1694,-2.1962,-79.8862,17311.13420157545,2021-07-22,9.342,0.8,28.0,1.9208047207565713,17.66092609764515,7,JJA,2,3,0.7630307019983384,7.7317505675520275
Guayaquil,Genova,-2.1962,-79.8862,44.4056,8.9463,10085.713281957676,2022-10-19,12.096,0.0,24.6,1.82,18.62830391100956,10,SON,4,0,0.7557218313767231,8.180864562609285
Dubai,Buenos Aires,25.2769,55.2962,-34.6037,-58.3816,13652.32959082933,2019-10-09,19.71,0.3,22.6,1.3266968331520617,16.90581741445615,10,SON,7,5,0.22438537481920612,10.577113802199337
Rotterdam,Manzanillo,51.9244,4.4777,19.0514,-104.3158,9566.56605340209,2019-03-11,18.468000000000004,0.0,18.7,1.443668315508202,17.013987060569892,3,MAM,7,6,0.22477847127509393,12.400027514608615
Valencia,Long Beach,39.4699,-0.3763,33.7709,-118.1937,9663.98476356725,2020-05-26,9.828,0.1,22.0,2.3367857543825714,16.85341382204711,5,MAM,1,1,0.5187782016085265,7.015721451319853
Cartagena,Callao,10.3932,-75.4832,-12.0564,-77.1319,2502.916782199605,2019-09-26,3.402,0.0,31.9,0.8834319240169759,19.481653331823217,9,SON,4,4,0.7616874322674583,5.35793399045461
Rotterdam,Busan,51.9244,4.4777,35.1796,129.0756,8936.478801952004,2023-06-01,2.43,33.5,-3.2,1.5259454868680395,6.761206393004021,6,JJA,0,5,0.39350617803642723,10.4078257543671
Valencia,Busan,39.4699,-0.3763,35.1796,129.0756,10228.623122338427,2021-11-17,4.428,0.0,-1.3,0.64801054854337,15.988260887090913,11,SON,6,2,0.3644853700092489,6.247037031043659
Busan,Rio de Janeiro,35.1796,129.0756,-22.9068,-43.1729,18457.599760895475,2024-09-07,5.832000000000001,7.0,30.0,1.7976042764228652,14.660408222047598,9,SON,6,3,0.6901347654445373,8.060179110593426
Busan,Lisboa,35.1796,129.0756,38.7223,-9.1393,10742.390604281602,2020-08-25,14.580000000000002,0.0,22.3,2.0799140480532583,18.45580089077058,8,JJA,0,4,0.44983755160320954,6.9914043278274836
Manzanillo,Singapore,19.0514,-104.3158,1.3521,103.8198,16195.4510646879,2023-01-10,7.452000000000001,0.0,35.1,2.0722761929982267,17.532073891705288,1,DJF,5,3,0.8246811257327855,8.947946885566877
Cartagena,Durban,10.3932,-75.4832,-29.8833,31.05,12167.483554430664,2019-10-10,20.898000000000003,0.2,21.4,1.5708456352793754,18.25409449312216,10,SON,2,1,0.9824202789486947,7.0669851346762895
Prince Rupert,Cartagena,54.315,-130.3208,10.3932,-75.4832,6839.970843642611,2024-10-05,10.962000000000002,3.0,30.5,1.1717420929743074,17.89223850580479,10,SON,2,7,0.631464450868223,9.296432549069
Prince Rupert,Manzanillo,54.315,-130.3208,19.0514,-104.3158,4500.698111208562,2023-02-25,19.872,2.4,18.9,1.4708533215618402,16.901883439278507,2,DJF,7,6,0.5338971084686144,11.67493726874528
Durban,Guayaquil,-29.8833,31.05,-2.1962,-79.8862,11885.376901729667,2023-12-31,12.474000000000002,0.4,27.5,1.46,17.345186744239214,12,DJF,3,7,0.4460085762988027,8.273311850464195
Casablanca,Houston,33.5731,-7.5898,29.7604,-95.3698,8049.556426717647,2023-11-21,31.698000000000004,4.6,21.0,2.7,15.621123757729087,11,SON,2,0,1.1443839559847815,11.706300140918234
Cartagena,Vancouver,10.3932,-75.4832,49.2827,-123.1207,6150.6839422364355,2020-05-30,16.578,0.0,31.6,0.784734050732695,20.647673127188895,5,MAM,3,5,0.8418195497193361,8.783385390075795
Dubai,Tanger Med,25.2769,55.2962,35.8844,-5.5036,5846.213297382107,2020-05-05,13.23,0.0,19.0,1.2426939459769606,17.188498714682975,5,MAM,2,7,0.7440433612180988,8.801815855205223
San Antonio,Melbourne,-33.5983,-71.6123,-37.8136,144.9631,11220.11088497316,2024-03-04,13.284000000000002,0.3,20.0,1.96,16.056458412165778,3,MAM,4,2,0.6436640333500034,10.057720974217311
Lisboa,Long Beach,38.7223,-9.1393,33.7709,-118.1937,9138.410861961667,2021-09-20,14.202000000000002,0.0,26.4,2.5639966557128413,19.856490702118755,9,SON,1,4,0.5258169722949584,10.598889310622724
Prince Rupert,Lagos,54.315,-130.3208,6.4541,3.3947,12010.74294243204,2021-08-22,11.502,0.0,27.5,0.8433745261494925,16.276071081624764,8,JJA,3,4,1.1315205516111801,8.809912875933014
Buenos Aires,Lisboa,-34.6037,-58.3816,38.7223,-9.1393,9599.499043578871,2019-02-21,13.284000000000002,0.0,25.9,1.5436284457535323,15.810003184371315,2,DJF,2,7,0.6620372471365237,8.7767756934028
Rio de Janeiro,Prince Rupert,-22.9068,-43.1729,54.315,-130.3208,11878.155810694077,2019-07-06,13.176,1.1,29.2,1.830732938297295,15.694869938845388,7,JJA,2,5,0.5626987029311068,8.131408058131598
Sídney,Rotterdam,-33.8688,151.2093,51.9244,4.4777,16689.57314856723,2022-12-04,12.798,0.0,26.4,0.96,20.02636652563572,12,DJF,5,2,0.2983472044409679,6.469221231289911
Casablanca,Hamburgo,33.5731,-7.5898,53.5488,9.9872,2618.415246764306,2019-06-01,5.94,0.0,23.7,2.3300864810274193,17.399457694078542,6,JJA,0,2,0.564759857375609,6.077046709559169
Houston,Hong Kong,29.7604,-95.3698,22.3193,114.1694,13418.54159756985,2024-07-28,9.126,0.0,38.4,1.2068896388138595,17.643611191784558,7,JJA,7,1,1.0279962190004146,5.026064835164748
Genova,Le Havre,44.4056,8.9463,49.4944,0.1089,876.5727295342562,2019-02-02,11.232000000000001,1.4,4.1,1.4445547227929958,19.3358096499069,2,DJF,3,6,1.0579351430953743,8.968246966135675
Casablanca,Lagos,33.5731,-7.5898,6.4541,3.3947,3221.0526168816127,2020-10-14,10.422,0.0,40.1,1.1846673115539352,19.389754223434505,10,SON,7,0,1.0952452410181004,8.189315144500412
Rotterdam,Busan,51.9244,4.4777,35.1796,129.0756,8936.478801952004,2023-09-21,5.130000000000001,0.0,-4.0,2.0530670855623727,17.995277937353613,9,SON,6,5,0.3777359357306495,7.587102862532836
Long Beach,Balboa,33.7709,-118.1937,8.9833,-79.5167,4814.560177473367,2022-04-12,19.872,0.0,26.6,0.72,18.798015575315834,4,MAM,1,7,0.3260187916335226,10.41644000855734
Vancouver,Long Beach,49.2827,-123.1207,33.7709,-118.1937,1771.9390083449136,2023-02-06,4.914,0.4,2.2,2.760065157145953,16.99045620237324,2,DJF,0,0,0.41606745102677717,4.780361856103629
Long Beach,Dubai,33.7709,-118.1937,25.2769,55.2962,13413.32449643301,2024-12-16,16.578,0.1,22.8,2.04,17.65677327358271,12,DJF,2,6,0.49090779341708385,9.720865521375767
Valencia,Melbourne,39.4699,-0.3763,-37.8136,144.9631,17017.71116385523,2021-08-21,11.772000000000002,4.1,28.0,1.9540832005447593,14.924096592131782,8,JJA,5,4,0.21372160253120315,8.62962934706783
Buenos Aires,Tokyo,-34.6037,-58.3816,35.6895,139.6917,18369.72250895121,2021-08-30,15.228,0.0,27.3,2.736154584268467,16.953063359091693,8,JJA,4,2,1.019315489389124,10.520382183477658
San Antonio,Singapore,-33.5983,-71.6123,1.3521,103.8198,16398.013550387503,2023-12-01,10.530000000000001,4.8,26.6,1.6461296478429832,16.7394894843833,12,DJF,0,0,0.9977383489230212,5.521129469798052
Houston,Shanghai,29.7604,-95.3698,31.2304,121.4737,12195.362193387442,2023-04-15,13.392000000000001,0.0,25.3,2.4141989717841073,17.40696313528481,4,MAM,0,4,0.2385938043892552,7.08747668916408
Vancouver,Tanger Med,49.2827,-123.1207,35.8844,-5.5036,8729.457713865759,2021-12-20,38.34,6.7,16.1,3.4,15.509117941887398,12,DJF,3,7,0.880621300851202,18.349262541366137
Hong Kong,Buenos Aires,22.3193,114.1694,-34.6037,-58.3816,18468.444608197693,2019-04-24,13.824000000000002,0.0,24.9,0.6605724815252895,16.28802465295187,4,MAM,5,3,0.9816168499969384,5.420189781094297
Valencia,Guayaquil,39.4699,-0.3763,-2.1962,-79.8862,9266.301446382673,2023-10-27,20.844,4.9,28.4,2.9,14.958014966997986,10,SON,5,5,1.0487425515452047,13.087520286789255
Callao,Buenos Aires,-12.0564,-77.1319,-34.6037,-58.3816,3141.8902962471084,2024-02-28,4.86,4.8,22.5,2.7209663896564837,15.851894472654385,2,DJF,1,3,0.3256406420398939,6.396023526876533
Singapore,Rotterdam,1.3521,103.8198,51.9244,4.4777,10527.391188456237,2022-08-22,8.694,0.0,43.4,2.5477445934557994,19.569369679175704,8,JJA,5,2,0.5899179252564153,8.190195613417181
